problem_id,problem_part,scaffold_id,problem_type_id
PRAHVJN,1,0.0,4.0
PRAHVKB,1,0.0,4.0
PRAHVFZ,1,0.0,4.0
PRAHVHG,1,0.0,4.0
PRAHVMT,1,0.0,4.0
PRAHVHU,1,0.0,4.0
PRAHVM8,1,0.0,4.0
PRAHVJA,1,0.0,4.0
PRAHVGS,1,0.0,4.0
PRAHVJQ,1,0.0,4.0
PRAHVMU,1,0.0,4.0
PRABANQC,3,0.0,8.0
PRABANQC,4,0.0,1.0
PRABANRE,1,0.0,8.0
PRABANRE,2,0.0,1.0
PRABANRE,3,0.0,8.0
PRABANRE,4,0.0,1.0
PRABANRR,1,0.0,8.0
PRABANRR,2,0.0,1.0
PRABANRR,3,0.0,8.0
PRABANRR,4,0.0,1.0
PRABANSR,1,0.0,8.0
PRABANSR,2,0.0,1.0
PRABANSR,3,0.0,8.0
PRABANSR,4,0.0,1.0
PRAHVJB,1,0.0,4.0
PRAHVH8,1,0.0,4.0
PRAHVM3,1,0.0,4.0
PRAHVKD,1,0.0,4.0
PRAHVGC,1,0.0,4.0
PRAHVF4,1,0.0,4.0
PRAHVGJ,1,0.0,4.0
PRAHVFE,1,0.0,4.0
PRAHVJ9,1,0.0,4.0
PRAHVM2,1,0.0,4.0
PRAHVJ7,1,0.0,4.0
PRAHVHS,1,0.0,4.0
PRAHVFS,1,0.0,4.0
PRAHVHA,1,0.0,4.0
PRAHVF6,1,0.0,4.0
PRAHVMV,1,0.0,4.0
PRAHVH5,1,0.0,4.0
PRAHVK2,1,0.0,4.0
PRAHVFJ,1,0.0,4.0
PRAHVFB,1,0.0,4.0
PRAHVNC,1,0.0,4.0
PRAHVKK,1,0.0,4.0
PRAHVKG,1,0.0,4.0
PRAHVHN,1,0.0,4.0
PRAHVJP,1,0.0,4.0
PRAHVF5,1,0.0,4.0
PRAHVJC,1,0.0,4.0
PRAHVFQ,1,0.0,4.0
PRAHVG3,1,0.0,4.0
PRAHVK7,1,0.0,4.0
PRAHVHZ,1,0.0,4.0
PRAHVGU,1,0.0,4.0
PRAHVGY,1,0.0,4.0
PRAHVFA,1,0.0,4.0
PRAHVMG,1,0.0,4.0
PRAHVNH,1,0.0,4.0
PRAHVJY,1,0.0,4.0
PRAHVFF,1,0.0,4.0
PRAHVKS,1,0.0,4.0
PRAHVGF,1,0.0,4.0
PRAHVMR,1,0.0,4.0
PRAHVGZ,1,0.0,4.0
PRAHVG7,1,0.0,4.0
PRAHVJG,1,0.0,4.0
PRAHVF8,1,0.0,4.0
PRAHVM7,1,0.0,4.0
PRAHVNA,1,0.0,4.0
PRAHVMZ,1,0.0,4.0
PRAHVFW,1,0.0,4.0
PRAHVKJ,1,0.0,4.0
PRAHVFP,1,0.0,4.0
PRAHVMB,1,0.0,4.0
PRAHVG2,1,0.0,4.0
PRAHVFD,1,0.0,4.0
PRAHVMH,1,0.0,4.0
PRAHVGW,1,0.0,4.0
PRAHVHX,1,0.0,4.0
PRAHVG6,1,0.0,4.0
PRAHVFR,1,0.0,4.0
PRAHVKW,1,0.0,4.0
PRAHVMW,1,0.0,4.0
PRAHVHB,1,0.0,4.0
PRAHVH7,1,0.0,4.0
PRAHVMM,1,0.0,4.0
PRAHVJF,1,0.0,4.0
PRAHVG4,1,0.0,4.0
PRAHVK8,1,0.0,4.0
PRAHVJX,1,0.0,4.0
PRAHVKZ,1,0.0,4.0
PRAHVKX,1,0.0,4.0
PRAHVGA,1,0.0,4.0
PRAHVHF,1,0.0,4.0
PRAHVK9,1,0.0,4.0
PRAHVF9,1,0.0,4.0
PRABAKYN,1,0.0,1.0
PRACJDF,1,0.0,5.0
PRABAMDU,1,0.0,1.0
PRABAFDB,1,0.0,11.0
PRABAFCG,1,0.0,11.0
PRABAKYP,1,0.0,1.0
PRABAHDB,1,0.0,11.0
PRABAMDA,1,0.0,11.0
PRACJDJ,1,0.0,5.0
PRACJDM,1,0.0,5.0
PRABAMDT,1,0.0,1.0
PRABAE9E,1,0.0,11.0
PRABAFAH,1,0.0,11.0
PRACJDQ,1,0.0,5.0
PRABAFDJ,1,0.0,11.0
PRABAFCF,1,0.0,11.0
PRABAFC9,1,0.0,11.0
PRABAFBX,1,0.0,11.0
PRABAFDF,1,0.0,11.0
PRABAHC6,1,0.0,1.0
PRABAE9C,1,0.0,11.0
PRABAHC7,1,0.0,1.0
PRABAE98,1,0.0,11.0
PRABAE9Q,1,0.0,11.0
PRABAE97,1,0.0,11.0
PRABAE9D,1,0.0,11.0
PRABAE96,1,0.0,11.0
PRABAE9K,1,0.0,11.0
PRABAFAC,1,0.0,11.0
PRABAMGU,1,0.0,11.0
PRABAMFV,1,0.0,11.0
PRABAMGV,1,0.0,11.0
PRABAFBY,1,0.0,11.0
PRABAHC8,1,0.0,1.0
PRABAFDA,1,0.0,11.0
PRABAFB2,1,0.0,11.0
PRABAMEW,1,0.0,11.0
PRABAMFW,1,0.0,11.0
PRABAMGW,1,0.0,11.0
PRABAMFX,1,0.0,11.0
PRABAMGX,1,0.0,11.0
PRABAMDX,1,0.0,11.0
PRABAMEX,1,0.0,11.0
PRABAMDY,1,0.0,11.0
PRABAMEY,1,0.0,11.0
PRABAMDZ,1,0.0,11.0
PRABAMEZ,1,0.0,11.0
PRAH6XW,1,0.0,5.0
PRAH6ZH,1,0.0,13.0
PRAH62X,1,0.0,13.0
PRA6D98,1,0.0,1.0
PRAD3V6,1,0.0,13.0
PRAD3VZ,1,0.0,13.0
PRA6D99,1,0.0,1.0
PRABW38,1,0.0,5.0
PRABW7G,1,0.0,13.0
PRA6D96,1,0.0,1.0
PRABXHB,1,0.0,13.0
PRABXHZ,1,0.0,13.0
PRA6D97,1,0.0,1.0
PRABXSP,1,0.0,13.0
PRABXS5,1,0.0,13.0
PRA6EAA,1,0.0,1.0
PRAH623,1,0.0,13.0
PRAH62U,1,0.0,13.0
PRAH6ZE,1,0.0,13.0
PRA96VJ,1,0.0,1.0
PRA3F5S,1,0.0,11.0
PRA3F5U,1,0.0,11.0
PRAD3ST,1,0.0,13.0
PRAD3TZ,1,0.0,13.0
PRABW3G,1,0.0,13.0
PRABW37,1,0.0,13.0
PRABXJM,1,0.0,13.0
PRABXKR,1,0.0,13.0
PRAD3UW,1,0.0,13.0
PRAD3T2,1,0.0,13.0
PRABW79,1,0.0,5.0
PRABW6M,1,0.0,5.0
PRABXJ7,1,0.0,13.0
PRABXM2,1,0.0,5.0
PRABXR6,1,0.0,13.0
PRABXR4,1,0.0,13.0
PRAH6ZK,1,0.0,5.0
PRAH6Z5,1,0.0,5.0
PRA5VNV,1,0.0,1.0
PRAH6YA,1,0.0,13.0
PRAH6YQ,1,0.0,5.0
PRAH6VV,1,0.0,13.0
PRAD3V5,1,0.0,13.0
PRAD3VE,1,0.0,13.0
PRAD3T4,1,0.0,13.0
PRAD3VA,1,0.0,13.0
PRAD3TP,1,0.0,13.0
PRAD3V7,1,0.0,13.0
PRAD3U9,1,0.0,13.0
PRAD3UQ,1,0.0,13.0
PRAD3V3,1,0.0,13.0
PRAD3VQ,1,0.0,13.0
PRAD3U5,1,0.0,13.0
PRABW8A,1,0.0,5.0
PRABW3E,1,0.0,13.0
PRABXKZ,1,0.0,13.0
PRABXGV,1,0.0,13.0
PRABXNB,1,0.0,13.0
PRABXSN,1,0.0,13.0
PRAH62B,1,0.0,13.0
PRAH6VQ,1,0.0,13.0
PRAH6YG,1,0.0,5.0
PRA5VK2,1,0.0,1.0
PRA5VN5,1,0.0,1.0
PRA5VPG,1,0.0,1.0
PRA5VP5,1,0.0,1.0
PRA9QA7,1,0.0,1.0
PRA6EAB,1,0.0,1.0
PRAH6V4,1,0.0,5.0
PRAH63J,1,0.0,13.0
PRAH62D,1,0.0,13.0
PRAH63G,1,0.0,5.0
PRAH6V8,1,0.0,5.0
PRAH6X7,1,0.0,13.0
PRAD3VC,1,0.0,13.0
PRAD3VR,1,0.0,13.0
PRAD3TY,1,0.0,13.0
PRAD3TY,1,219705.0,
